medal_type,name,gender,country_code,nationality,discipline,birth_date,is_medallist
Gold ,EVENEPOEL Remco,Male,BEL,Belgium,Cycling Road,2000-01-25,True
Silver ,GANNA Filippo,Male,ITA,Italy,Cycling Road,1996-07-25,True
Bronze ,van AERT Wout,Male,BEL,Belgium,Cycling Road,1994-09-15,True
Gold ,BROWN Grace,Female,AUS,Australia,Cycling Road,1992-07-07,True
Silver ,HENDERSON Anna,Female,GBR,Great Britain,Cycling Road,1998-11-14,True
Bronze ,DYGERT Chloe,Female,USA,United States,Cycling Road,1997-01-01,True
Gold ,OH Sanguk,Male,KOR,Korea,Fencing,1996-09-30,True
Silver ,FERJANI Fares,Male,TUN,Tunisia,Fencing,1997-07-22,True
Bronze ,SAMELE Luigi,Male,ITA,Italy,Fencing,1987-07-25,True
Gold ,KONG Man Wai Vivian,Female,HKG,"Hong Kong, China",Fencing,1994-02-08,True
Silver ,MALLO-BRETON Auriane,Female,FRA,France,Fencing,1993-10-11,True
Bronze ,MUHARI Eszter,Female,HUN,Hungary,Fencing,2002-09-30,True
Gold ,SMETOV Yeldos,Male,KAZ,Kazakhstan,Judo,1992-09-09,True
Silver ,MKHEIDZE Luka,Male,FRA,France,Judo,1996-01-05,True
Bronze ,NAGAYAMA Ryuju,Male,JPN,Japan,Judo,1996-04-15,True
Bronze ,GARRIGOS Francisco,Male,ESP,Spain,Judo,1994-12-09,True
Gold ,TSUNODA Natsumi,Female,JPN,Japan,Judo,1992-08-06,True
Silver ,BAVUUDORJ Baasankhuu,Female,MGL,Mongolia,Judo,1999-11-26,True
Bronze ,BOUKLI Shirine,Female,FRA,France,Judo,1999-01-24,True
Bronze ,BABULFATH Tara,Female,SWE,Sweden,Judo,2006-01-03,True
Gold ,MAERTENS Lukas,Male,GER,Germany,Swimming,2001-12-27,True
Silver ,WINNINGTON Elijah,Male,AUS,Australia,Swimming,2000-05-05,True
Bronze ,KIM Woomin,Male,KOR,Korea,Swimming,2001-08-24,True
Gold ,TITMUS Ariarne,Female,AUS,Australia,Swimming,2000-09-07,True
Silver ,McINTOSH Summer,Female,CAN,Canada,Swimming,2006-08-18,True
Bronze ,LEDECKY Katie,Female,USA,United States,Swimming,1997-03-17,True
Gold ,FOX Jessica,Female,AUS,Australia,Canoe Slalom,1994-06-11,True
Silver ,ZWOLINSKA Klaudia,Female,POL,Poland,Canoe Slalom,1998-12-18,True
Bronze ,WOODS Kimberley,Female,GBR,Great Britain,Canoe Slalom,1995-09-08,True
Gold ,FERRAND PREVOT Pauline,Female,FRA,France,Cycling Mountain Bike,1992-02-10,True
Silver ,BATTEN Haley,Female,USA,United States,Cycling Mountain Bike,1998-09-19,True
Bronze ,RISSVEDS Jenny,Female,SWE,Sweden,Cycling Mountain Bike,1994-06-06,True
Gold ,KANO Koki,Male,JPN,Japan,Fencing,1997-12-19,True
Silver ,BOREL Yannick,Male,FRA,France,Fencing,1988-11-05,True
Bronze ,ELSAYED Mohamed,Male,EGY,Egypt,Fencing,2003-03-03,True
Gold ,KIEFER Lee,Female,USA,United States,Fencing,1994-06-15,True
Silver ,SCRUGGS Lauren,Female,USA,United States,Fencing,2003-01-27,True
Bronze ,HARVEY Eleanor,Female,CAN,Canada,Fencing,1995-01-14,True
Gold ,ABE Hifumi,Male,JPN,Japan,Judo,1997-08-09,True
Silver ,LIMA Willian,Male,BRA,Brazil,Judo,2000-01-31,True
Bronze ,KYRGYZBAYEV Gusman,Male,KAZ,Kazakhstan,Judo,1992-09-28,True
Bronze ,VIERU Denis,Male,MDA,Republic of Moldova,Judo,1996-03-10,True
Gold ,KELDIYOROVA Diyora,Female,UZB,Uzbekistan,Judo,1998-07-13,True
Silver ,KRASNIQI Distria,Female,KOS,Kosovo,Judo,1995-12-10,True
Bronze ,PIMENTA Larissa,Female,BRA,Brazil,Judo,1999-03-01,True
Bronze ,BUCHARD Amandine,Female,FRA,France,Judo,1995-07-12,True
Gold ,XIE Yu,Male,CHN,China,Shooting,2000-06-12,True
Silver ,MALDINI Federico Nilo,Male,ITA,Italy,Shooting,2001-03-28,True
Bronze ,MONNA Paolo,Male,ITA,Italy,Shooting,1998-04-19,True
Gold ,OH Ye Jin,Female,KOR,Korea,Shooting,2005-05-10,True
Silver ,KIM Yeji,Female,KOR,Korea,Shooting,1992-09-04,True
Bronze ,BHAKER Manu,Female,IND,India,Shooting,2002-02-18,True
Gold ,YOSHIZAWA Coco,Female,JPN,Japan,Skateboarding,2009-09-22,True
Silver ,AKAMA Liz,Female,JPN,Japan,Skateboarding,2009-01-08,True
Bronze ,LEAL Rayssa,Female,BRA,Brazil,Skateboarding,2008-01-04,True
Gold ,MARTINENGHI Nicolo,Male,ITA,Italy,Swimming,1999-08-01,True
Silver ,PEATY Adam,Male,GBR,Great Britain,Swimming,1994-12-28,True
Silver ,FINK Nic,Male,USA,United States,Swimming,1993-07-03,True
Gold ,MARCHAND Leon,Male,FRA,France,Swimming,2002-05-17,True
Silver ,MATSUSHITA Tomoyuki,Male,JPN,Japan,Swimming,2005-08-01,True
Bronze ,FOSTER Carson,Male,USA,United States,Swimming,2001-10-26,True
Gold ,HUSKE Torri,Female,USA,United States,Swimming,2002-12-07,True
Silver ,WALSH Gretchen,Female,USA,United States,Swimming,2003-01-29,True
Bronze ,ZHANG Yufei,Female,CHN,China,Swimming,1998-04-19,True
Gold ,GESTIN Nicolas,Male,FRA,France,Canoe Slalom,2000-03-14,True
Silver ,BURGESS Adam,Male,GBR,Great Britain,Canoe Slalom,1992-07-17,True
Bronze ,BENUS Matej,Male,SVK,Slovakia,Canoe Slalom,1987-11-02,True
Gold ,PIDCOCK Thomas,Male,GBR,Great Britain,Cycling Mountain Bike,1999-07-30,True
Silver ,KORETZKY Victor,Male,FRA,France,Cycling Mountain Bike,1994-08-26,True
Bronze ,HATHERLY Alan,Male,RSA,South Africa,Cycling Mountain Bike,1996-03-15,True
Gold ,JUNG Michael,Male,GER,Germany,Equestrian,1982-07-31,True
Silver ,BURTON Christopher,Male,AUS,Australia,Equestrian,1981-11-22,True
Bronze ,COLLETT Laura,Female,GBR,Great Britain,Equestrian,1989-08-31,True
Gold ,CHEUNG Ka Long,Male,HKG,"Hong Kong, China",Fencing,1997-06-10,True
Silver ,MACCHI Filippo,Male,ITA,Italy,Fencing,2001-09-19,True
Bronze ,ITKIN Nick,Male,USA,United States,Fencing,1999-10-09,True
Gold ,APITHY-BRUNET Manon,Female,FRA,France,Fencing,1996-02-07,True
Silver ,BALZER Sara,Female,FRA,France,Fencing,1995-04-03,True
Bronze ,KHARLAN Olga,Female,UKR,Ukraine,Fencing,1990-09-04,True
Gold ,HEYDAROV Hidayat,Male,AZE,Azerbaijan,Judo,1997-07-27,True
Silver ,GABA Joan-Benjamin,Male,FRA,France,Judo,2001-01-07,True
Bronze ,OSMANOV Adil,Male,MDA,Republic of Moldova,Judo,2000-07-02,True
Bronze ,HASHIMOTO Soichi,Male,JPN,Japan,Judo,1991-08-24,True
Gold ,DEGUCHI Christa,Female,CAN,Canada,Judo,1995-10-29,True
Silver ,HUH Mimi,Female,KOR,Korea,Judo,2002-12-19,True
Bronze ,FUNAKUBO Haruka,Female,JPN,Japan,Judo,1998-10-10,True
Bronze ,CYSIQUE Sarah Leonie,Female,FRA,France,Judo,1998-07-06,True
Gold ,SHENG Lihao,Male,CHN,China,Shooting,2004-12-04,True
Silver ,LINDGREN Victor,Male,SWE,Sweden,Shooting,2003-05-16,True
Bronze ,MARICIC Miran,Male,CRO,Croatia,Shooting,1997-06-17,True
Gold ,BAN Hyojin,Female,KOR,Korea,Shooting,2007-09-20,True
Silver ,HUANG Yuting,Female,CHN,China,Shooting,2006-09-03,True
Bronze ,GOGNIAT Audrey,Female,SUI,Switzerland,Shooting,2002-10-30,True
Gold ,HORIGOME Yuto,Male,JPN,Japan,Skateboarding,1999-01-07,True
Silver ,EATON Jagger,Male,USA,United States,Skateboarding,2001-02-21,True
Bronze ,HUSTON Nyjah,Male,USA,United States,Skateboarding,1994-11-30,True
Gold ,CECCON Thomas,Male,ITA,Italy,Swimming,2001-01-27,True
Silver ,XU Jiayu,Male,CHN,China,Swimming,1995-08-19,True
Bronze ,MURPHY Ryan,Male,USA,United States,Swimming,1995-07-02,True
Gold ,POPOVICI David,Male,ROU,Romania,Swimming,2004-09-15,True
Silver ,RICHARDS Matthew,Male,GBR,Great Britain,Swimming,2002-12-17,True
Bronze ,HOBSON Luke,Male,USA,United States,Swimming,2003-06-25,True
Gold ,SMITH Tatjana,Female,RSA,South Africa,Swimming,1997-07-09,True
Silver ,TANG Qianting,Female,CHN,China,Swimming,2004-03-14,True
Bronze ,Mc SHARRY Mona,Female,IRL,Ireland,Swimming,2000-08-21,True
Gold ,O'CALLAGHAN Mollie,Female,AUS,Australia,Swimming,2004-04-02,True
Silver ,TITMUS Ariarne,Female,AUS,Australia,Swimming,2000-09-07,True
Bronze ,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China",Swimming,1997-10-31,True
Gold ,McINTOSH Summer,Female,CAN,Canada,Swimming,2006-08-18,True
Silver ,GRIMES Katie,Female,USA,United States,Swimming,2006-01-08,True
Bronze ,WEYANT Emma,Female,USA,United States,Swimming,2001-12-24,True
Gold ,NAGASE Takanori,Male,JPN,Japan,Judo,1993-10-14,True
Silver ,GRIGALASHVILI Tato,Male,GEO,Georgia,Judo,1999-12-01,True
Bronze ,LEE Joonhwan,Male,KOR,Korea,Judo,2002-06-19,True
Bronze ,MAKHMADBEKOV Somon,Male,TJK,Tajikistan,Judo,1999-03-24,True
Gold ,LESKI Andreja,Female,SLO,Slovenia,Judo,1997-01-08,True
Silver ,AWITI ALCARAZ Prisca,Female,MEX,Mexico,Judo,1996-02-20,True
Bronze ,AGBEGNENOU Clarisse,Female,FRA,France,Judo,1992-10-25,True
Bronze ,FAZLIU Laura,Female,KOS,Kosovo,Judo,2000-09-28,True
Gold ,HALES Nathan,Male,GBR,Great Britain,Shooting,1996-06-16,True
Silver ,QI Ying,Male,CHN,China,Shooting,1997-01-23,True
Bronze ,BROL CARDENAS Jean Pierre,Male,GUA,Guatemala,Shooting,1982-12-18,True
Gold ,WIFFEN Daniel,Male,IRL,Ireland,Swimming,2001-07-14,True
Silver ,FINKE Bobby,Male,USA,United States,Swimming,1999-11-06,True
Bronze ,PALTRINIERI Gregorio,Male,ITA,Italy,Swimming,1994-09-05,True
Gold ,McKEOWN Kaylee,Female,AUS,Australia,Swimming,2001-07-12,True
Silver ,SMITH Regan,Female,USA,United States,Swimming,2002-02-09,True
Bronze ,BERKOFF Katharine,Female,USA,United States,Swimming,2001-01-28,True
Gold ,OKA Shinnosuke,Male,JPN,Japan,Artistic Gymnastics,2003-10-31,True
Silver ,ZHANG Boheng,Male,CHN,China,Artistic Gymnastics,2000-03-04,True
Bronze ,XIAO Ruoteng,Male,CHN,China,Artistic Gymnastics,1996-01-30,True
Gold ,FOX Jessica,Female,AUS,Australia,Canoe Slalom,1994-06-11,True
Silver ,LILIK Elena,Female,GER,Germany,Canoe Slalom,1998-09-14,True
Bronze ,LEIBFARTH Evy,Female,USA,United States,Canoe Slalom,2004-01-26,True
Gold ,TORRES GIL Jose,Male,ARG,Argentina,Cycling BMX Freestyle,1995-03-28,True
Silver ,REILLY Kieran Darren David,Male,GBR,Great Britain,Cycling BMX Freestyle,2001-07-12,True
Bronze ,JEANJEAN Anthony,Male,FRA,France,Cycling BMX Freestyle,1998-05-13,True
Gold ,DENG Yawen,Female,CHN,China,Cycling BMX Freestyle,2005-10-17,True
Silver ,BENEGAS Perris,Female,USA,United States,Cycling BMX Freestyle,1995-07-22,True
Bronze ,DIEHM Natalya,Female,AUS,Australia,Cycling BMX Freestyle,1997-09-23,True
Gold ,BEKAURI Lasha,Male,GEO,Georgia,Judo,2000-07-26,True
Silver ,MURAO Sanshiro,Male,JPN,Japan,Judo,2000-08-28,True
Bronze ,NGAYAP HAMBOU Maxime-Gael,Male,FRA,France,Judo,2001-06-22,True
Bronze ,TSELIDIS Theodoros,Male,GRE,Greece,Judo,1996-08-05,True
Gold ,MATIC Barbara,Female,CRO,Croatia,Judo,1994-12-03,True
Silver ,BUTKEREIT Miriam,Female,GER,Germany,Judo,1994-05-08,True
Bronze ,POLLERES Michaela,Female,AUT,Austria,Judo,1997-07-15,True
Bronze ,WILLEMS Gabriella,Female,BEL,Belgium,Judo,1997-07-01,True
Gold ,RUANO OLIVA Adriana,Female,GUA,Guatemala,Shooting,1995-06-26,True
Silver ,STANCO Silvana Maria,Female,ITA,Italy,Shooting,1993-01-06,True
Bronze ,SMITH Penny,Female,AUS,Australia,Shooting,1995-04-21,True
Gold ,PAN Zhanle,Male,CHN,China,Swimming,2004-08-04,True
Silver ,CHALMERS Kyle,Male,AUS,Australia,Swimming,1998-06-25,True
Bronze ,POPOVICI David,Male,ROU,Romania,Swimming,2004-09-15,True
Gold ,MARCHAND Leon,Male,FRA,France,Swimming,2002-05-17,True
Silver ,STUBBLETY-COOK Zac,Male,AUS,Australia,Swimming,1999-01-04,True
Bronze ,CORBEAU Caspar,Male,NED,Netherlands,Swimming,2001-04-03,True
Gold ,MARCHAND Leon,Male,FRA,France,Swimming,2002-05-17,True
Silver ,MILAK Kristof,Male,HUN,Hungary,Swimming,2000-02-20,True
Bronze ,KHARUN Ilya,Male,CAN,Canada,Swimming,2005-02-07,True
Gold ,SJOESTROEM Sarah,Female,SWE,Sweden,Swimming,1993-08-17,True
Silver ,HUSKE Torri,Female,USA,United States,Swimming,2002-12-07,True
Bronze ,HAUGHEY Siobhan Bernadette,Female,HKG,"Hong Kong, China",Swimming,1997-10-31,True
Gold ,LEDECKY Katie,Female,USA,United States,Swimming,1997-03-17,True
Silver ,KIRPICHNIKOVA Anastasiia,Female,FRA,France,Swimming,2000-06-24,True
Bronze ,GOSE Isabel,Female,GER,Germany,Swimming,2002-05-09,True
Gold ,YEE Alex,Male,GBR,Great Britain,Triathlon,1998-02-18,True
Silver ,WILDE Hayden,Male,NZL,New Zealand,Triathlon,1997-09-01,True
Bronze ,BERGERE Leo,Male,FRA,France,Triathlon,1996-06-28,True
Gold ,BEAUGRAND Cassandre,Female,FRA,France,Triathlon,1997-05-23,True
Silver ,DERRON Julie,Female,SUI,Switzerland,Triathlon,1996-09-10,True
Bronze ,POTTER Beth,Female,GBR,Great Britain,Triathlon,1991-12-27,True
Gold ,BILES Simone,Female,USA,United States,Artistic Gymnastics,1997-03-14,True
Silver ,ANDRADE Rebeca,Female,BRA,Brazil,Artistic Gymnastics,1999-05-08,True
Bronze ,LEE Sunisa,Female,USA,United States,Artistic Gymnastics,2003-03-09,True
Gold ,PINTADO Brian Daniel,Male,ECU,Ecuador,Athletics,1995-07-29,True
Silver ,BONFIM Caio,Male,BRA,Brazil,Athletics,1991-03-19,True
Bronze ,MARTIN Alvaro,Male,ESP,Spain,Athletics,1994-06-18,True
Gold ,YANG Jiayu,Female,CHN,China,Athletics,1996-02-18,True
Silver ,PEREZ Maria,Female,ESP,Spain,Athletics,1996-04-29,True
Bronze ,MONTAG Jemima,Female,AUS,Australia,Athletics,1998-02-15,True
Gold ,de GENNARO Giovanni,Male,ITA,Italy,Canoe Slalom,1992-07-21,True
Silver ,CASTRYCK Titouan,Male,FRA,France,Canoe Slalom,2004-08-28,True
Bronze ,ECHANIZ Pau,Male,ESP,Spain,Canoe Slalom,2001-05-29,True
Gold ,KOTSOIEV Zelym,Male,AZE,Azerbaijan,Judo,1998-08-09,True
Silver ,SULAMANIDZE Ilia,Male,GEO,Georgia,Judo,2001-06-18,True
Bronze ,PALTCHIK Peter,Male,ISR,Israel,Judo,1992-01-04,True
Bronze ,TUROBOYEV Muzaffarbek,Male,UZB,Uzbekistan,Judo,2000-04-05,True
Gold ,BELLANDI Alice,Female,ITA,Italy,Judo,1998-11-20,True
Silver ,LANIR Inbar,Female,ISR,Israel,Judo,2000-04-03,True
Bronze ,MA Zhenzhao,Female,CHN,China,Judo,1998-04-24,True
Bronze ,SAMPAIO Patricia,Female,POR,Portugal,Judo,1999-06-30,True
Gold ,LIU Yukun,Male,CHN,China,Shooting,1997-04-12,True
Silver ,KULISH Serhiy,Male,UKR,Ukraine,Shooting,1993-04-17,True
Bronze ,KUSALE Swapnil,Male,IND,India,Shooting,1995-08-06,True
Gold ,KOS Hubert,Male,HUN,Hungary,Swimming,2003-03-28,True
Silver ,CHRISTOU Apostolos,Male,GRE,Greece,Swimming,1996-11-01,True
Bronze ,MITYUKOV Roman,Male,SUI,Switzerland,Swimming,2000-07-30,True
Gold ,DOUGLASS Kate,Female,USA,United States,Swimming,2001-11-17,True
Silver ,SMITH Tatjana,Female,RSA,South Africa,Swimming,1997-07-09,True
Bronze ,SCHOUTEN Tes,Female,NED,Netherlands,Swimming,2000-12-31,True
Gold ,McINTOSH Summer,Female,CAN,Canada,Swimming,2006-08-18,True
Silver ,SMITH Regan,Female,USA,United States,Swimming,2002-02-09,True
Bronze ,ZHANG Yufei,Female,CHN,China,Swimming,1998-04-19,True
Gold ,CHEPTEGEI Joshua,Male,UGA,Uganda,Athletics,1996-09-12,True
Silver ,AREGAWI Berihu,Male,ETH,Ethiopia,Athletics,2001-02-28,True
Bronze ,FISHER Grant,Male,USA,United States,Athletics,1997-04-22,True
Gold ,DAUDET Joris,Male,FRA,France,Cycling BMX Racing,1991-02-12,True
Silver ,ANDRE Sylvain,Male,FRA,France,Cycling BMX Racing,1992-10-14,True
Bronze ,MAHIEU Romain,Male,FRA,France,Cycling BMX Racing,1995-02-17,True
Gold ,SAKAKIBARA Saya,Female,AUS,Australia,Cycling BMX Racing,1999-08-23,True
Silver ,VEENSTRA Manon,Female,NED,Netherlands,Cycling BMX Racing,1998-07-06,True
Bronze ,CLAESSENS Zoe,Female,SUI,Switzerland,Cycling BMX Racing,2001-04-28,True
Gold ,RINER Teddy,Male,FRA,France,Judo,1989-04-07,True
Silver ,KIM Minjong,Male,KOR,Korea,Judo,2000-09-01,True
Bronze ,RAKHIMOV Temur,Male,TJK,Tajikistan,Judo,1997-07-08,True
Bronze ,YUSUPOV Alisher,Male,UZB,Uzbekistan,Judo,1998-11-27,True
Gold ,SOUZA Beatriz,Female,BRA,Brazil,Judo,1998-05-20,True
Silver ,HERSHKO Raz,Female,ISR,Israel,Judo,1998-06-19,True
Bronze ,KIM Hayun,Female,KOR,Korea,Judo,2000-01-07,True
Bronze ,DICKO Romane,Female,FRA,France,Judo,1999-09-30,True
Gold ,LEONE Chiara,Female,SUI,Switzerland,Shooting,1998-06-15,True
Silver ,MADDALENA Sagen,Female,USA,United States,Shooting,1993-08-16,True
Bronze ,ZHANG Qiongyue,Female,CHN,China,Shooting,2004-03-12,True
Gold ,MARCHAND Leon,Male,FRA,France,Swimming,2002-05-17,True
Silver ,SCOTT Duncan,Male,GBR,Great Britain,Swimming,1997-05-06,True
Bronze ,WANG Shun,Male,CHN,China,Swimming,1994-02-11,True
Gold ,McEVOY Cameron,Male,AUS,Australia,Swimming,1994-05-13,True
Silver ,PROUD Benjamin,Male,GBR,Great Britain,Swimming,1994-09-21,True
Bronze ,MANAUDOU Florent,Male,FRA,France,Swimming,1990-11-12,True
Gold ,McKEOWN Kaylee,Female,AUS,Australia,Swimming,2001-07-12,True
Silver ,SMITH Regan,Female,USA,United States,Swimming,2002-02-09,True
Bronze ,MASSE Kylie,Female,CAN,Canada,Swimming,1996-01-18,True
Bronze ,SWIATEK Iga,Female,POL,Poland,Tennis,2001-05-31,True
Gold ,LITVINOVICH Ivan,Male,AIN,Belarus,Trampoline Gymnastics,2001-06-26,True
Silver ,WANG Zisai,Male,CHN,China,Trampoline Gymnastics,2006-06-18,True
Bronze ,YAN Langyu,Male,CHN,China,Trampoline Gymnastics,1999-08-31,True
Gold ,PAGE Bryony,Female,GBR,Great Britain,Trampoline Gymnastics,1990-12-10,True
Silver ,BARDZILOUSKAYA Viyaleta,Female,AIN,Belarus,Trampoline Gymnastics,2005-06-07,True
Bronze ,METHOT Sophiane,Female,CAN,Canada,Trampoline Gymnastics,1998-08-03,True
Gold ,LIM Sihyeon,Female,KOR,Korea,Archery,2003-06-13,True
Silver ,NAM Suhyeon,Female,KOR,Korea,Archery,2005-01-27,True
Bronze ,BARBELIN Lisa,Female,FRA,France,Archery,2000-04-10,True
Gold ,YULO Carlos Edriel,Male,PHI,Philippines,Artistic Gymnastics,2000-02-16,True
Silver ,DOLGOPYAT Artem,Male,ISR,Israel,Artistic Gymnastics,1997-06-16,True
Bronze ,JARMAN Jake,Male,GBR,Great Britain,Artistic Gymnastics,2001-12-03,True
Gold ,Mc CLENAGHAN Rhys,Male,IRL,Ireland,Artistic Gymnastics,1999-07-21,True
Silver ,KURBANOV Nariman,Male,KAZ,Kazakhstan,Artistic Gymnastics,1997-12-06,True
Bronze ,NEDOROSCIK Stephen,Male,USA,United States,Artistic Gymnastics,1998-10-28,True
Gold ,BILES Simone,Female,USA,United States,Artistic Gymnastics,1997-03-14,True
Silver ,ANDRADE Rebeca,Female,BRA,Brazil,Artistic Gymnastics,1999-05-08,True
Bronze ,CAREY Jade,Female,USA,United States,Artistic Gymnastics,2000-05-27,True
Gold ,ROOTH Markus,Male,NOR,Norway,Athletics,2001-12-22,True
Silver ,NEUGEBAUER Leo,Male,GER,Germany,Athletics,2000-06-19,True
Bronze ,VICTOR Lindon,Male,GRN,Grenada,Athletics,1993-02-28,True
Gold ,CROUSER Ryan,Male,USA,United States,Athletics,1992-12-18,True
Silver ,KOVACS Joe,Male,USA,United States,Athletics,1989-06-28,True
Bronze ,CAMPBELL Rajindra,Male,JAM,Jamaica,Athletics,1996-02-29,True
Gold ,ALFRED Julien,Female,LCA,Saint Lucia,Athletics,2001-06-10,True
Silver ,RICHARDSON Sha'carri,Female,USA,United States,Athletics,2000-03-25,True
Bronze ,JEFFERSON Melissa,Female,USA,United States,Athletics,2001-02-21,True
Gold ,LAFOND Thea,Female,DMA,Dominica,Athletics,1994-04-05,True
Silver ,RICKETTS Shanieka,Female,JAM,Jamaica,Athletics,1992-02-02,True
Bronze ,MOORE Jasmine,Female,USA,United States,Athletics,2001-05-01,True
Bronze ,WU Shih Yi,Female,TPE,Chinese Taipei,Boxing,1998-04-27,True
Bronze ,SOARES FERREIRA Beatriz Iasmin,Female,BRA,Brazil,Boxing,1992-12-09,True
Gold ,EVENEPOEL Remco,Male,BEL,Belgium,Cycling Road,2000-01-25,True
Silver ,MADOUAS Valentin,Male,FRA,France,Cycling Road,1996-07-12,True
Bronze ,LAPORTE Christophe,Male,FRA,France,Cycling Road,1992-12-11,True
Gold ,ZEIDLER Oliver,Male,GER,Germany,Rowing,1996-07-24,True
Silver ,ZALATY Yauheni,Male,AIN,Belarus,Rowing,1999-09-09,True
Bronze ,van DORP Simon,Male,NED,Netherlands,Rowing,1997-04-10,True
Gold ,FLORIJN Karolien,Female,NED,Netherlands,Rowing,1998-04-06,True
Silver ,TWIGG Emma,Female,NZL,New Zealand,Rowing,1987-03-01,True
Bronze ,SENKUTE Viktorija,Female,LTU,Lithuania,Rowing,1996-04-12,True
Gold ,REUVENY Tom,Male,ISR,Israel,Sailing,2000-06-12,True
Silver ,MORRIS Grae,Male,AUS,Australia,Sailing,2003-10-16,True
Bronze ,van OPZEELAND Luuc,Male,NED,Netherlands,Sailing,1999-05-21,True
Gold ,MAGGETTI Marta,Female,ITA,Italy,Sailing,1996-01-10,True
Silver ,KANTOR Sharon,Female,ISR,Israel,Sailing,2003-01-28,True
Bronze ,WILSON Emma,Female,GBR,Great Britain,Sailing,1999-04-07,True
Gold ,YANG Jiin,Female,KOR,Korea,Shooting,2003-05-20,True
Silver ,JEDRZEJEWSKI Camille,Female,FRA,France,Shooting,2002-04-25,True
Bronze ,MAJOR Veronika,Female,HUN,Hungary,Shooting,1997-03-19,True
Gold ,HANCOCK Vincent,Male,USA,United States,Shooting,1989-03-19,True
Silver ,PRINCE Conner Lynn,Male,USA,United States,Shooting,2000-03-28,True
Bronze ,LEE Meng Yuan,Male,TPE,Chinese Taipei,Shooting,1994-08-25,True
Gold ,MILAK Kristof,Male,HUN,Hungary,Swimming,2000-02-20,True
Silver ,LIENDO Josh,Male,CAN,Canada,Swimming,2002-08-20,True
Bronze ,KHARUN Ilya,Male,CAN,Canada,Swimming,2005-02-07,True
Gold ,McINTOSH Summer,Female,CAN,Canada,Swimming,2006-08-18,True
Silver ,DOUGLASS Kate,Female,USA,United States,Swimming,2001-11-17,True
Bronze ,McKEOWN Kaylee,Female,AUS,Australia,Swimming,2001-07-12,True
Gold ,LEDECKY Katie,Female,USA,United States,Swimming,1997-03-17,True
Silver ,TITMUS Ariarne,Female,AUS,Australia,Swimming,2000-09-07,True
Bronze ,MADDEN Paige,Female,USA,United States,Swimming,1998-10-22,True
Gold ,CHEN Meng,Female,CHN,China,Table Tennis,1994-01-15,True
Silver ,SUN Yingsha,Female,CHN,China,Table Tennis,2000-11-04,True
Bronze ,HAYATA Hina,Female,JPN,Japan,Table Tennis,2000-07-07,True
Bronze ,MUSETTI Lorenzo,Male,ITA,Italy,Tennis,2002-03-03,True
Gold ,ZHENG Qinwen,Female,CHN,China,Tennis,2002-10-08,True
Silver ,VEKIC Donna,Female,CRO,Croatia,Tennis,1996-06-28,True
Gold ,KIM Woojin,Male,KOR,Korea,Archery,1992-06-20,True
Silver ,ELLISON Brady,Male,USA,United States,Archery,1988-10-27,True
Bronze ,LEE Wooseok,Male,KOR,Korea,Archery,1997-08-07,True
Gold ,LIU Yang,Male,CHN,China,Artistic Gymnastics,1994-08-11,True
Silver ,ZOU Jingyuan,Male,CHN,China,Artistic Gymnastics,1998-01-03,True
Bronze ,PETROUNIAS Eleftherios,Male,GRE,Greece,Artistic Gymnastics,1990-11-30,True
Gold ,YULO Carlos Edriel,Male,PHI,Philippines,Artistic Gymnastics,2000-02-16,True
Silver ,DAVTYAN Artur,Male,ARM,Armenia,Artistic Gymnastics,1992-08-08,True
Bronze ,HEPWORTH Harry,Male,GBR,Great Britain,Artistic Gymnastics,2003-12-06,True
Gold ,NEMOUR Kaylia,Female,ALG,Algeria,Artistic Gymnastics,2006-12-30,True
Silver ,QIU Qiyuan,Female,CHN,China,Artistic Gymnastics,2007-05-24,True
Bronze ,LEE Sunisa,Female,USA,United States,Artistic Gymnastics,2003-03-09,True
Gold ,LYLES Noah,Male,USA,United States,Athletics,1997-07-18,True
Silver ,THOMPSON Kishane,Male,JAM,Jamaica,Athletics,2001-07-17,True
Bronze ,KERLEY Fred,Male,USA,United States,Athletics,1995-05-07,True
Gold ,KATZBERG Ethan,Male,CAN,Canada,Athletics,2002-04-05,True
Silver ,HALASZ Bence,Male,HUN,Hungary,Athletics,1997-08-04,True
Bronze ,KOKHAN Mykhaylo,Male,UKR,Ukraine,Athletics,2001-01-22,True
Gold ,MAHUCHIKH Yaroslava,Female,UKR,Ukraine,Athletics,2001-09-19,True
Silver ,OLYSLAGERS Nicola,Female,AUS,Australia,Athletics,1996-12-28,True
Bronze ,GERASHCHENKO Iryna,Female,UKR,Ukraine,Athletics,1995-03-10,True
Bronze ,PATTERSON Eleanor,Female,AUS,Australia,Athletics,1996-05-22,True
Bronze ,TUNJUNG Gregoria Mariska,Female,INA,Indonesia,Badminton,1999-08-11,True
Bronze ,ALCANTARA REYES Yunior,Male,DOM,Dominican Republic,Boxing,2004-02-10,True
Bronze ,de PINA David,Male,CPV,Cabo Verde,Boxing,1996-08-07,True
Bronze ,SANFORD Wyatt,Male,CAN,Canada,Boxing,1998-11-03,True
Bronze ,GURULI Lasha,Male,GEO,Georgia,Boxing,1996-08-27,True
Bronze ,PINALES Cristian Javier,Male,DOM,Dominican Republic,Boxing,2000-11-02,True
